locus_tag	ftype	gene	EC_number	product
IAGPMOIH_00056	gene	pntAA_1		
IAGPMOIH_00057	CDS	ubiG_1	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
IAGPMOIH_00057	gene	ubiG_1		
IAGPMOIH_00058	CDS	gph_1	3.1.3.18	Phosphoglycolate phosphatase
IAGPMOIH_00058	gene	gph_1		
IAGPMOIH_00059	CDS			hypothetical protein
IAGPMOIH_00059	gene			
IAGPMOIH_00060	CDS			hypothetical protein
IAGPMOIH_00060	gene			
IAGPMOIH_00061	CDS	phnE_1		Phosphate-import permease protein PhnE
IAGPMOIH_00061	gene	phnE_1		
IAGPMOIH_00062	CDS	metN2_1	3.6.3.-	Methionine import ATP-binding protein MetN 2
IAGPMOIH_00062	gene	metN2_1		
IAGPMOIH_00063	CDS	citB	4.2.1.3	Aconitate hydratase A
IAGPMOIH_00063	gene	citB		
IAGPMOIH_00064	CDS	pdxH_1	1.4.3.5	Pyridoxine/pyridoxamine 5'-phosphate oxidase
IAGPMOIH_00064	gene	pdxH_1		
IAGPMOIH_00065	CDS	rph_1	2.7.7.56	Ribonuclease PH
IAGPMOIH_00065	gene	rph_1		
IAGPMOIH_00066	CDS		3.6.1.9	Non-canonical purine NTP pyrophosphatase
IAGPMOIH_00066	gene			
IAGPMOIH_00067	CDS	hemL_1	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase
IAGPMOIH_00067	gene	hemL_1		
IAGPMOIH_00068	CDS	aqpZ_1		Aquaporin Z
IAGPMOIH_00068	gene	aqpZ_1		
IAGPMOIH_00069	CDS	arsC2_1	2.8.4.2	Arsenate-mycothiol transferase ArsC2
IAGPMOIH_00069	gene	arsC2_1		
IAGPMOIH_00070	CDS	uvrB_1		UvrABC system protein B
IAGPMOIH_00070	gene	uvrB_1		
IAGPMOIH_00071	CDS			hypothetical protein
IAGPMOIH_00071	gene			
IAGPMOIH_00072	tRNA			tRNA-Val(gac)
IAGPMOIH_00072	gene			
IAGPMOIH_00073	CDS			hypothetical protein
IAGPMOIH_00073	gene			
IAGPMOIH_00074	tRNA			tRNA-Leu(gag)
IAGPMOIH_00074	gene			
IAGPMOIH_00075	CDS			hypothetical protein
IAGPMOIH_00075	gene			
IAGPMOIH_00076	CDS	eno_1	4.2.1.11	Enolase
IAGPMOIH_00076	gene	eno_1		
IAGPMOIH_00077	CDS	rpsB_1		30S ribosomal protein S2
IAGPMOIH_00077	gene	rpsB_1		
IAGPMOIH_00078	CDS	galK_1	2.7.1.6	Galactokinase
IAGPMOIH_00078	gene	galK_1		
IAGPMOIH_00079	CDS	proB_1	2.7.2.11	Glutamate 5-kinase
IAGPMOIH_00079	gene	proB_1		
IAGPMOIH_00080	CDS	idi_1	5.3.3.2	Isopentenyl-diphosphate Delta-isomerase
IAGPMOIH_00080	gene	idi_1		
IAGPMOIH_00081	CDS		2.5.1.10	Farnesyl diphosphate synthase
IAGPMOIH_00081	gene			
IAGPMOIH_00082	CDS	glnS_1	6.1.1.18	Glutamine--tRNA ligase
IAGPMOIH_00082	gene	glnS_1		
IAGPMOIH_00083	CDS		4.3.2.3	Ureidoglycolate lyase
IAGPMOIH_00083	gene			
IAGPMOIH_00084	CDS			hypothetical protein
IAGPMOIH_00084	gene			
IAGPMOIH_00085	CDS	bphA3_1		Biphenyl dioxygenase ferredoxin subunit
IAGPMOIH_00085	gene	bphA3_1		
IAGPMOIH_00086	CDS			hypothetical protein
IAGPMOIH_00086	gene			
IAGPMOIH_00087	CDS			hypothetical protein
IAGPMOIH_00087	gene			
IAGPMOIH_00088	CDS			hypothetical protein
IAGPMOIH_00088	gene			
IAGPMOIH_00089	CDS			hypothetical protein
IAGPMOIH_00089	gene			
IAGPMOIH_00090	CDS	cysP_1		Sulfate permease CysP
IAGPMOIH_00090	gene	cysP_1		
IAGPMOIH_00091	CDS	tmk_1	2.7.4.9	Thymidylate kinase
IAGPMOIH_00091	gene	tmk_1		
IAGPMOIH_00092	CDS	pheT_1	6.1.1.20	Phenylalanine--tRNA ligase beta subunit
IAGPMOIH_00092	gene	pheT_1		
IAGPMOIH_00093	CDS	zapA_1		Cell division protein ZapA
IAGPMOIH_00093	gene	zapA_1		
IAGPMOIH_00094	CDS	folD_1		Bifunctional protein FolD protein
IAGPMOIH_00094	gene	folD_1		
IAGPMOIH_00095	CDS			hypothetical protein
IAGPMOIH_00095	gene			
IAGPMOIH_00096	tRNA			tRNA-Gln(ttg)
IAGPMOIH_00096	gene			
IAGPMOIH_00097	CDS			hypothetical protein
IAGPMOIH_00097	gene			
IAGPMOIH_00098	CDS			hypothetical protein
IAGPMOIH_00098	gene			
IAGPMOIH_00099	CDS	drrA_1	3.6.3.-	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
IAGPMOIH_00099	gene	drrA_1		
IAGPMOIH_00100	CDS			hypothetical protein
IAGPMOIH_00100	gene			
IAGPMOIH_00101	CDS			hypothetical protein
IAGPMOIH_00101	gene			
IAGPMOIH_00102	CDS			hypothetical protein
IAGPMOIH_00102	gene			
IAGPMOIH_00103	CDS	pspA_1	3.1.3.3	Phosphoserine phosphatase 1
IAGPMOIH_00103	gene	pspA_1		
IAGPMOIH_00104	CDS			hypothetical protein
IAGPMOIH_00104	gene			
IAGPMOIH_00105	CDS		1.14.-.-	Putative cytochrome P450 136
IAGPMOIH_00105	gene			
IAGPMOIH_00106	CDS	bamA_1		Outer membrane protein assembly factor BamA
IAGPMOIH_00106	gene	bamA_1		
IAGPMOIH_00107	CDS			hypothetical protein
IAGPMOIH_00107	gene			
IAGPMOIH_00108	CDS			hypothetical protein
IAGPMOIH_00108	gene			
IAGPMOIH_00109	CDS		3.2.1.21	Beta-glucosidase BoGH3B
IAGPMOIH_00109	gene			
IAGPMOIH_00110	CDS			hypothetical protein
IAGPMOIH_00110	gene			
IAGPMOIH_00111	CDS	trpA_1	4.2.1.20	Tryptophan synthase alpha chain
IAGPMOIH_00111	gene	trpA_1		
IAGPMOIH_00112	CDS	trpB_1	4.2.1.20	Tryptophan synthase beta chain
IAGPMOIH_00112	gene	trpB_1		
IAGPMOIH_00113	CDS	trpC_1		Tryptophan biosynthesis protein TrpCF
IAGPMOIH_00113	gene	trpC_1		
IAGPMOIH_00114	CDS			hypothetical protein
IAGPMOIH_00114	gene			
IAGPMOIH_00115	CDS			hypothetical protein
IAGPMOIH_00115	gene			
IAGPMOIH_00116	CDS	soxA_1	1.5.3.1	Sarcosine oxidase subunit alpha
IAGPMOIH_00116	gene	soxA_1		
IAGPMOIH_00117	CDS	soxD_1	1.5.3.1	Sarcosine oxidase subunit delta
IAGPMOIH_00117	gene	soxD_1		
IAGPMOIH_00118	CDS	soxB_1	1.5.3.1	Sarcosine oxidase subunit beta
IAGPMOIH_00118	gene	soxB_1		
IAGPMOIH_00119	CDS	fhs_1	6.3.4.3	Formate--tetrahydrofolate ligase
IAGPMOIH_00119	gene	fhs_1		
IAGPMOIH_00120	CDS	thiDN_1		Bifunctional thiamine biosynthesis protein ThiDN
IAGPMOIH_00120	gene	thiDN_1		
IAGPMOIH_00121	CDS	thiB_1		Thiamine-binding periplasmic protein
IAGPMOIH_00121	gene	thiB_1		
IAGPMOIH_00122	CDS			hypothetical protein
IAGPMOIH_00122	gene			
IAGPMOIH_00123	CDS			hypothetical protein
IAGPMOIH_00123	gene			
IAGPMOIH_00124	CDS			hypothetical protein
IAGPMOIH_00124	gene			
IAGPMOIH_00125	CDS	glpE_1	2.8.1.1	Thiosulfate sulfurtransferase GlpE
IAGPMOIH_00125	gene	glpE_1		
IAGPMOIH_00126	CDS			hypothetical protein
IAGPMOIH_00126	gene			
IAGPMOIH_00127	CDS	lpxD_1	2.3.1.-	UDP-3-O-acylglucosamine N-acyltransferase
IAGPMOIH_00127	gene	lpxD_1		
IAGPMOIH_00128	CDS	lpxC_1	3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase
IAGPMOIH_00128	gene	lpxC_1		
IAGPMOIH_00129	CDS			hypothetical protein
IAGPMOIH_00129	gene			
IAGPMOIH_00130	CDS	astD	1.2.1.71	N-succinylglutamate 5-semialdehyde dehydrogenase
IAGPMOIH_00130	gene	astD		
IAGPMOIH_00131	CDS	aruG	2.3.1.109	Arginine N-succinyltransferase subunit beta
IAGPMOIH_00131	gene	aruG		
IAGPMOIH_00132	CDS	gloA_1	4.4.1.5	Lactoylglutathione lyase
IAGPMOIH_00132	gene	gloA_1		
IAGPMOIH_00133	CDS			hypothetical protein
IAGPMOIH_00133	gene			
IAGPMOIH_00134	CDS			hypothetical protein
IAGPMOIH_00134	gene			
IAGPMOIH_00135	CDS			hypothetical protein
IAGPMOIH_00135	gene			
IAGPMOIH_00136	CDS	fabG_1	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase FabG
IAGPMOIH_00136	gene	fabG_1		
IAGPMOIH_00137	CDS	cca_1		Multifunctional CCA protein
IAGPMOIH_00137	gene	cca_1		
IAGPMOIH_00138	CDS	apaH_1	3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
IAGPMOIH_00138	gene	apaH_1		
IAGPMOIH_00139	CDS	rsmA_1	2.1.1.182	Ribosomal RNA small subunit methyltransferase A
IAGPMOIH_00139	gene	rsmA_1		
IAGPMOIH_00140	CDS	ssb_1		Single-stranded DNA-binding protein
IAGPMOIH_00140	gene	ssb_1		
IAGPMOIH_00141	CDS	mutY_1	3.2.2.-	Adenine DNA glycosylase
IAGPMOIH_00141	gene	mutY_1		
IAGPMOIH_00142	CDS			DNA-binding protein HU
IAGPMOIH_00142	gene			
IAGPMOIH_00143	CDS	tmk_2	2.7.4.9	Thymidylate kinase
IAGPMOIH_00143	gene	tmk_2		
IAGPMOIH_00144	CDS	lplT_1		Lysophospholipid transporter LplT
IAGPMOIH_00144	gene	lplT_1		
IAGPMOIH_00145	CDS			hypothetical protein
IAGPMOIH_00145	gene			
IAGPMOIH_00146	CDS	mreC_1		Cell shape-determining protein MreC
IAGPMOIH_00146	gene	mreC_1		
IAGPMOIH_00147	CDS	mreB_1		Rod shape-determining protein MreB
IAGPMOIH_00147	gene	mreB_1		
IAGPMOIH_00148	CDS	purH_1		Bifunctional purine biosynthesis protein PurH
IAGPMOIH_00148	gene	purH_1		
IAGPMOIH_00149	CDS	purH_2		Bifunctional purine biosynthesis protein PurH
IAGPMOIH_00149	gene	purH_2		
IAGPMOIH_00150	CDS	purD_1	6.3.4.13	Phosphoribosylamine--glycine ligase
IAGPMOIH_00150	gene	purD_1		
IAGPMOIH_00151	CDS	coq7_1	1.14.13.-	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
IAGPMOIH_00151	gene	coq7_1		
IAGPMOIH_00152	CDS	trpC_2	4.1.1.48	Indole-3-glycerol phosphate synthase
IAGPMOIH_00152	gene	trpC_2		
IAGPMOIH_00153	CDS	trpD_1	2.4.2.18	Anthranilate phosphoribosyltransferase
IAGPMOIH_00153	gene	trpD_1		
IAGPMOIH_00154	CDS	phoA_1	3.1.3.1	Alkaline phosphatase 4
IAGPMOIH_00154	gene	phoA_1		
IAGPMOIH_00155	CDS	waaA_1	2.4.99.12	3-deoxy-D-manno-octulosonic acid transferase
IAGPMOIH_00155	gene	waaA_1		
IAGPMOIH_00156	CDS	ndoA		Naphthalene 1,2-dioxygenase system ferredoxin subunit
IAGPMOIH_00156	gene	ndoA		
IAGPMOIH_00157	CDS	csd_1	2.8.1.7	putative cysteine desulfurase
IAGPMOIH_00157	gene	csd_1		
IAGPMOIH_00158	CDS	iscU_1		Iron-sulfur cluster assembly scaffold protein IscU
IAGPMOIH_00158	gene	iscU_1		
IAGPMOIH_00159	CDS			hypothetical protein
IAGPMOIH_00159	gene			
IAGPMOIH_00160	CDS	pgk_1	2.7.2.3	Phosphoglycerate kinase
IAGPMOIH_00160	gene	pgk_1		
IAGPMOIH_00161	CDS	rpsR_1		30S ribosomal protein S18
IAGPMOIH_00161	gene	rpsR_1		
IAGPMOIH_00162	CDS	rpsF_1		30S ribosomal protein S6
IAGPMOIH_00162	gene	rpsF_1		
IAGPMOIH_00163	CDS	ftsA_1		Cell division protein FtsA
IAGPMOIH_00163	gene	ftsA_1		
IAGPMOIH_00164	CDS			hypothetical protein
IAGPMOIH_00164	gene			
IAGPMOIH_00165	CDS	ddl_1	6.3.2.4	D-alanine--D-alanine ligase
IAGPMOIH_00165	gene	ddl_1		
IAGPMOIH_00166	CDS	murC_1	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase
IAGPMOIH_00166	gene	murC_1		
IAGPMOIH_00167	CDS	murG_1	2.4.1.227	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IAGPMOIH_00167	gene	murG_1		
IAGPMOIH_00168	CDS	ftsW_1	2.4.1.129	putative peptidoglycan glycosyltransferase FtsW
IAGPMOIH_00168	gene	ftsW_1		
IAGPMOIH_00169	CDS	murD_1	6.3.2.9	UDP-N-acetylmuramoylalanine--D-glutamate ligase
IAGPMOIH_00169	gene	murD_1		
IAGPMOIH_00170	CDS	mraY_1	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase
IAGPMOIH_00170	gene	mraY_1		
IAGPMOIH_00171	CDS	murF_1	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IAGPMOIH_00171	gene	murF_1		
IAGPMOIH_00172	CDS	murE_1	6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
IAGPMOIH_00172	gene	murE_1		
IAGPMOIH_00173	CDS	pbpC_1	3.4.16.4	putative peptidoglycan D,D-transpeptidase PbpC
IAGPMOIH_00173	gene	pbpC_1		
IAGPMOIH_00174	CDS	ftsL_1		Cell division protein FtsL
IAGPMOIH_00174	gene	ftsL_1		
IAGPMOIH_00175	CDS	rsmH_1	2.1.1.199	Ribosomal RNA small subunit methyltransferase H
IAGPMOIH_00175	gene	rsmH_1		
IAGPMOIH_00176	CDS	ftsZ_1		Cell division protein FtsZ
IAGPMOIH_00176	gene	ftsZ_1		
IAGPMOIH_00177	CDS	mraZ_1		Transcriptional regulator MraZ
IAGPMOIH_00177	gene	mraZ_1		
IAGPMOIH_00178	CDS			hypothetical protein
IAGPMOIH_00178	gene			
IAGPMOIH_00179	CDS	rsmI_1	2.1.1.198	Ribosomal RNA small subunit methyltransferase I
IAGPMOIH_00179	gene	rsmI_1		
IAGPMOIH_00180	CDS			hypothetical protein
IAGPMOIH_00180	gene			
IAGPMOIH_00181	CDS	sspA_1		Stringent starvation protein A
IAGPMOIH_00181	gene	sspA_1		
IAGPMOIH_00182	CDS	fbcH_1		Cytochrome b/c1
IAGPMOIH_00182	gene	fbcH_1		
IAGPMOIH_00183	CDS	petB_1		Cytochrome b
IAGPMOIH_00183	gene	petB_1		
IAGPMOIH_00184	CDS	petA_1	1.10.2.2	Ubiquinol-cytochrome c reductase iron-sulfur subunit
IAGPMOIH_00184	gene	petA_1		
IAGPMOIH_00185	CDS	rpsI_1		30S ribosomal protein S9
IAGPMOIH_00185	gene	rpsI_1		
IAGPMOIH_00186	CDS	rplM_1		50S ribosomal protein L13
IAGPMOIH_00186	gene	rplM_1		
IAGPMOIH_00187	CDS	zapE_1		Cell division protein ZapE
IAGPMOIH_00187	gene	zapE_1		
IAGPMOIH_00188	CDS	degP_1	3.4.21.107	Periplasmic serine endoprotease DegP
IAGPMOIH_00188	gene	degP_1		
IAGPMOIH_00189	CDS	murA_1	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
IAGPMOIH_00189	gene	murA_1		
IAGPMOIH_00190	CDS	ibaG		Acid stress protein IbaG
IAGPMOIH_00190	gene	ibaG		
IAGPMOIH_00191	CDS	mlaC		putative phospholipid-binding protein MlaC
IAGPMOIH_00191	gene	mlaC		
IAGPMOIH_00192	CDS			hypothetical protein
IAGPMOIH_00192	gene			
IAGPMOIH_00193	CDS			hypothetical protein
IAGPMOIH_00193	gene			
IAGPMOIH_00194	CDS	nadK_1	2.7.1.23	NAD kinase
IAGPMOIH_00194	gene	nadK_1		
IAGPMOIH_00195	CDS	aam_1	3.5.1.13	Acylamidase
IAGPMOIH_00195	gene	aam_1		
IAGPMOIH_00196	CDS	acs_1	6.2.1.1	Acetyl-coenzyme A synthetase
IAGPMOIH_00196	gene	acs_1		
IAGPMOIH_00197	CDS	moeA_1	2.10.1.1	Molybdopterin molybdenumtransferase
IAGPMOIH_00197	gene	moeA_1		
IAGPMOIH_00198	CDS	moaC_1	4.6.1.17	Cyclic pyranopterin monophosphate synthase
IAGPMOIH_00198	gene	moaC_1		
IAGPMOIH_00199	CDS	moaA1	4.1.99.22	GTP 3',8-cyclase 1
IAGPMOIH_00199	gene	moaA1		
IAGPMOIH_00200	CDS	moaD		Molybdopterin synthase sulfur carrier subunit
IAGPMOIH_00200	gene	moaD		
IAGPMOIH_00201	CDS	mog	2.7.7.75	Molybdopterin adenylyltransferase
IAGPMOIH_00201	gene	mog		
IAGPMOIH_00202	CDS	phy_1	3.1.3.8	3-phytase
IAGPMOIH_00202	gene	phy_1		
IAGPMOIH_00203	CDS	ephD_1	1.-.-.-	putative oxidoreductase EphD
IAGPMOIH_00203	gene	ephD_1		
IAGPMOIH_00204	CDS	fabG2_1	1.-.-.-	putative oxidoreductase
IAGPMOIH_00204	gene	fabG2_1		
IAGPMOIH_00205	CDS	lcfB_1	6.2.1.3	Long-chain-fatty-acid--CoA ligase
IAGPMOIH_00205	gene	lcfB_1		
IAGPMOIH_00206	CDS			hypothetical protein
IAGPMOIH_00206	gene			
IAGPMOIH_00207	CDS			hypothetical protein
IAGPMOIH_00207	gene			
IAGPMOIH_00208	CDS			hypothetical protein
IAGPMOIH_00208	gene			
IAGPMOIH_00209	tmRNA	ssrA		transfer-messenger RNA, SsrA
IAGPMOIH_00209	gene	ssrA		
IAGPMOIH_00210	CDS	lhgO_1	1.1.3.15	L-2-hydroxyglutarate oxidase LhgO
IAGPMOIH_00210	gene	lhgO_1		
IAGPMOIH_00211	tRNA			tRNA-Lys(ttt)
IAGPMOIH_00211	gene			
IAGPMOIH_00212	CDS	cpoB_1		Cell division coordinator CpoB
IAGPMOIH_00212	gene	cpoB_1		
IAGPMOIH_00213	CDS	lptG_1		Lipopolysaccharide export system permease protein LptG
IAGPMOIH_00213	gene	lptG_1		
IAGPMOIH_00214	CDS	lptF		Lipopolysaccharide export system permease protein LptF
IAGPMOIH_00214	gene	lptF		
IAGPMOIH_00215	CDS			hypothetical protein
IAGPMOIH_00215	gene			
IAGPMOIH_00216	CDS			hypothetical protein
IAGPMOIH_00216	gene			
IAGPMOIH_00217	CDS			hypothetical protein
IAGPMOIH_00217	gene			
IAGPMOIH_00218	CDS			hypothetical protein
IAGPMOIH_00218	gene			
IAGPMOIH_00219	CDS	fbp_1	3.1.3.11	Fructose-1,6-bisphosphate aldolase/phosphatase
IAGPMOIH_00219	gene	fbp_1		
IAGPMOIH_00220	CDS			hypothetical protein
IAGPMOIH_00220	gene			
IAGPMOIH_00221	CDS	ligB	6.5.1.1	DNA ligase B
IAGPMOIH_00221	gene	ligB		
IAGPMOIH_00222	CDS			hypothetical protein
IAGPMOIH_00222	gene			
IAGPMOIH_00223	CDS			hypothetical protein
IAGPMOIH_00223	gene			
IAGPMOIH_00224	CDS			hypothetical protein
IAGPMOIH_00224	gene			
IAGPMOIH_00225	CDS			hypothetical protein
IAGPMOIH_00225	gene			
IAGPMOIH_00226	CDS			hypothetical protein
IAGPMOIH_00226	gene			
IAGPMOIH_00227	CDS		3.4.24.3	Microbial collagenase
IAGPMOIH_00227	gene			
IAGPMOIH_00228	CDS			hypothetical protein
IAGPMOIH_00228	gene			
IAGPMOIH_00229	CDS	pheS_1	6.1.1.20	Phenylalanine--tRNA ligase alpha subunit
IAGPMOIH_00229	gene	pheS_1		
IAGPMOIH_00230	CDS	rplT_1		50S ribosomal protein L20
IAGPMOIH_00230	gene	rplT_1		
IAGPMOIH_00231	CDS	rpmI_1		50S ribosomal protein L35
IAGPMOIH_00231	gene	rpmI_1		
IAGPMOIH_00232	CDS	infC_1		Translation initiation factor IF-3
IAGPMOIH_00232	gene	infC_1		
IAGPMOIH_00233	CDS	ubiG_2	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
IAGPMOIH_00233	gene	ubiG_2		
IAGPMOIH_00234	CDS	gph_2	3.1.3.18	Phosphoglycolate phosphatase
IAGPMOIH_00234	gene	gph_2		
IAGPMOIH_00235	CDS	yciK_1	1.-.-.-	putative oxidoreductase YciK
IAGPMOIH_00235	gene	yciK_1		
IAGPMOIH_00236	CDS			hypothetical protein
IAGPMOIH_00236	gene			
IAGPMOIH_00237	CDS	azr_1	1.7.-.-	FMN-dependent NADPH-azoreductase
IAGPMOIH_00237	gene	azr_1		
IAGPMOIH_00238	CDS	plsC_1	2.3.1.51	1-acyl-sn-glycerol-3-phosphate acyltransferase
IAGPMOIH_00238	gene	plsC_1		
IAGPMOIH_00239	CDS			hypothetical protein
IAGPMOIH_00239	gene			
IAGPMOIH_00240	CDS	perR_1		Peroxide-responsive repressor PerR
IAGPMOIH_00240	gene	perR_1		
IAGPMOIH_00241	CDS	rtxA	3.4.22.-	Multifunctional-autoprocessing repeats-in-toxin
IAGPMOIH_00241	gene	rtxA		
IAGPMOIH_00242	CDS	nhaD_1		Na(+)/H(+) antiporter NhaD
IAGPMOIH_00242	gene	nhaD_1		
IAGPMOIH_00243	CDS			hypothetical protein
IAGPMOIH_00243	gene			
IAGPMOIH_00244	CDS	trpA_2	4.2.1.20	Tryptophan synthase alpha chain
IAGPMOIH_00244	gene	trpA_2		
IAGPMOIH_00245	CDS			hypothetical protein
IAGPMOIH_00245	gene			
IAGPMOIH_00246	CDS			hypothetical protein
IAGPMOIH_00246	gene			
IAGPMOIH_00247	CDS			hypothetical protein
IAGPMOIH_00247	gene			
IAGPMOIH_00248	CDS			hypothetical protein
IAGPMOIH_00248	gene			
IAGPMOIH_00249	CDS			hypothetical protein
IAGPMOIH_00249	gene			
IAGPMOIH_00250	CDS			hypothetical protein
IAGPMOIH_00250	gene			
IAGPMOIH_00251	CDS	trpA_3	4.2.1.20	Tryptophan synthase alpha chain
IAGPMOIH_00251	gene	trpA_3		
IAGPMOIH_00252	CDS	trpB_2	4.2.1.20	Tryptophan synthase beta chain
IAGPMOIH_00252	gene	trpB_2		
