locus_tag	ftype	gene	EC_number	product
ELICBCKE_00062	CDS	petC	1.10.9.1	Cytochrome b6-f complex iron-sulfur subunit
ELICBCKE_00062	gene	petC		
ELICBCKE_00063	CDS	petB		Cytochrome b6
ELICBCKE_00063	gene	petB		
ELICBCKE_00064	CDS	petD		Cytochrome b6-f complex subunit 4
ELICBCKE_00064	gene	petD		
ELICBCKE_00065	CDS			hypothetical protein
ELICBCKE_00065	gene			
ELICBCKE_00066	CDS			hypothetical protein
ELICBCKE_00066	gene			
ELICBCKE_00067	CDS			hypothetical protein
ELICBCKE_00067	gene			
ELICBCKE_00068	CDS			hypothetical protein
ELICBCKE_00068	gene			
ELICBCKE_00069	CDS			hypothetical protein
ELICBCKE_00069	gene			
ELICBCKE_00070	CDS	bauA_1	2.6.1.18	Beta-alanine--pyruvate aminotransferase
ELICBCKE_00070	gene	bauA_1		
ELICBCKE_00071	CDS			hypothetical protein
ELICBCKE_00071	gene			
ELICBCKE_00072	CDS			hypothetical protein
ELICBCKE_00072	gene			
ELICBCKE_00073	CDS	aldA_1	1.2.1.3	Putative aldehyde dehydrogenase AldA
ELICBCKE_00073	gene	aldA_1		
ELICBCKE_00074	CDS			hypothetical protein
ELICBCKE_00074	gene			
ELICBCKE_00075	CDS		1.3.1.103	2-haloacrylate reductase
ELICBCKE_00075	gene			
ELICBCKE_00076	CDS			hypothetical protein
ELICBCKE_00076	gene			
ELICBCKE_00077	CDS		1.3.1.-	Putative trans-acting enoyl reductase
ELICBCKE_00077	gene			
ELICBCKE_00078	CDS			hypothetical protein
ELICBCKE_00078	gene			
ELICBCKE_00079	tRNA			tRNA-Ala(ggc)
ELICBCKE_00079	gene			
ELICBCKE_00080	CDS	pepN_1	3.4.11.2	Aminopeptidase N
ELICBCKE_00080	gene	pepN_1		
ELICBCKE_00081	CDS			hypothetical protein
ELICBCKE_00081	gene			
ELICBCKE_00082	CDS			hypothetical protein
ELICBCKE_00082	gene			
ELICBCKE_00083	CDS			hypothetical protein
ELICBCKE_00083	gene			
ELICBCKE_00084	CDS			hypothetical protein
ELICBCKE_00084	gene			
ELICBCKE_00085	CDS			hypothetical protein
ELICBCKE_00085	gene			
ELICBCKE_00086	CDS			hypothetical protein
ELICBCKE_00086	gene			
ELICBCKE_00087	CDS	glpE	2.8.1.1	Thiosulfate sulfurtransferase GlpE
ELICBCKE_00087	gene	glpE		
ELICBCKE_00088	CDS			hypothetical protein
ELICBCKE_00088	gene			
ELICBCKE_00089	tRNA			tRNA-Gly(gcc)
ELICBCKE_00089	gene			
ELICBCKE_00090	CDS		3.4.11.10	Bacterial leucyl aminopeptidase
ELICBCKE_00090	gene			
ELICBCKE_00091	CDS	fabG_1	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase FabG
ELICBCKE_00091	gene	fabG_1		
ELICBCKE_00092	CDS			hypothetical protein
ELICBCKE_00092	gene			
ELICBCKE_00093	CDS			hypothetical protein
ELICBCKE_00093	gene			
ELICBCKE_00094	CDS			hypothetical protein
ELICBCKE_00094	gene			
ELICBCKE_00095	CDS			hypothetical protein
ELICBCKE_00095	gene			
ELICBCKE_00096	CDS	prlC	3.4.24.70	Oligopeptidase A
ELICBCKE_00096	gene	prlC		
ELICBCKE_00097	CDS			hypothetical protein
ELICBCKE_00097	gene			
ELICBCKE_00098	CDS			hypothetical protein
ELICBCKE_00098	gene			
ELICBCKE_00099	tRNA			tRNA-Cys(gca)
ELICBCKE_00099	gene			
ELICBCKE_00100	tRNA			tRNA-Leu(taa)
ELICBCKE_00100	gene			
ELICBCKE_00101	CDS			hypothetical protein
ELICBCKE_00101	gene			
ELICBCKE_00102	CDS	susC_1		TonB-dependent receptor SusC
ELICBCKE_00102	gene	susC_1		
ELICBCKE_00103	CDS			hypothetical protein
ELICBCKE_00103	gene			
ELICBCKE_00104	CDS			hypothetical protein
ELICBCKE_00104	gene			
ELICBCKE_00105	CDS			hypothetical protein
ELICBCKE_00105	gene			
ELICBCKE_00106	CDS		3.5.1.93	Glutaryl-7-aminocephalosporanic-acid acylase
ELICBCKE_00106	gene			
ELICBCKE_00107	CDS			hypothetical protein
ELICBCKE_00107	gene			
ELICBCKE_00108	CDS		2.1.1.-	Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase
ELICBCKE_00108	gene			
ELICBCKE_00109	CDS			hypothetical protein
ELICBCKE_00109	gene			
ELICBCKE_00110	CDS			hypothetical protein
ELICBCKE_00110	gene			
ELICBCKE_00111	CDS			hypothetical protein
ELICBCKE_00111	gene			
ELICBCKE_00112	CDS			hypothetical protein
ELICBCKE_00112	gene			
ELICBCKE_00113	CDS			hypothetical protein
ELICBCKE_00113	gene			
ELICBCKE_00114	CDS			hypothetical protein
ELICBCKE_00114	gene			
ELICBCKE_00115	CDS			hypothetical protein
ELICBCKE_00115	gene			
ELICBCKE_00116	CDS			hypothetical protein
ELICBCKE_00116	gene			
ELICBCKE_00117	CDS	resA_1		Thiol-disulfide oxidoreductase ResA
ELICBCKE_00117	gene	resA_1		
ELICBCKE_00118	CDS	dsbD	1.8.1.8	Thiol:disulfide interchange protein DsbD
ELICBCKE_00118	gene	dsbD		
ELICBCKE_00119	CDS			putative NTE family protein
ELICBCKE_00119	gene			
ELICBCKE_00120	CDS		5.2.1.8	Putative peptidyl-prolyl cis-trans isomerase
ELICBCKE_00120	gene			
ELICBCKE_00121	CDS	pyrE	2.4.2.10	Orotate phosphoribosyltransferase
ELICBCKE_00121	gene	pyrE		
ELICBCKE_00122	CDS	pyrF	4.1.1.23	Orotidine 5'-phosphate decarboxylase
ELICBCKE_00122	gene	pyrF		
ELICBCKE_00123	CDS		2.1.1.315	27-O-demethylrifamycin SV methyltransferase
ELICBCKE_00123	gene			
ELICBCKE_00124	CDS			hypothetical protein
ELICBCKE_00124	gene			
ELICBCKE_00125	CDS			hypothetical protein
ELICBCKE_00125	gene			
ELICBCKE_00126	CDS			hypothetical protein
ELICBCKE_00126	gene			
ELICBCKE_00127	CDS	opuE_1		Osmoregulated proline transporter OpuE
ELICBCKE_00127	gene	opuE_1		
ELICBCKE_00128	CDS			hypothetical protein
ELICBCKE_00128	gene			
ELICBCKE_00129	CDS			hypothetical protein
ELICBCKE_00129	gene			
ELICBCKE_00130	CDS	gltP		Proton/glutamate-aspartate symporter
ELICBCKE_00130	gene	gltP		
ELICBCKE_00131	CDS			hypothetical protein
ELICBCKE_00131	gene			
ELICBCKE_00132	CDS	hflX		GTPase HflX
ELICBCKE_00132	gene	hflX		
ELICBCKE_00133	CDS			hypothetical protein
ELICBCKE_00133	gene			
ELICBCKE_00134	CDS			hypothetical protein
ELICBCKE_00134	gene			
ELICBCKE_00135	CDS	spk1	2.7.11.1	Serine/threonine-protein kinase PK-1
ELICBCKE_00135	gene	spk1		
ELICBCKE_00136	CDS	rsmB	2.1.1.176	Ribosomal RNA small subunit methyltransferase B
ELICBCKE_00136	gene	rsmB		
ELICBCKE_00137	CDS	fmt	2.1.2.9	Methionyl-tRNA formyltransferase
ELICBCKE_00137	gene	fmt		
ELICBCKE_00138	CDS	def	3.5.1.88	Peptide deformylase
ELICBCKE_00138	gene	def		
ELICBCKE_00139	CDS			hypothetical protein
ELICBCKE_00139	gene			
ELICBCKE_00140	CDS	kinA	2.7.13.3	Sporulation kinase A
ELICBCKE_00140	gene	kinA		
ELICBCKE_00141	CDS			hypothetical protein
ELICBCKE_00141	gene			
ELICBCKE_00142	CDS			hypothetical protein
ELICBCKE_00142	gene			
ELICBCKE_00143	CDS	tagB_1	2.7.8.-	Teichoic acid glycerol-phosphate primase
ELICBCKE_00143	gene	tagB_1		
ELICBCKE_00144	CDS	kpsD_1		Polysialic acid transport protein KpsD
ELICBCKE_00144	gene	kpsD_1		
ELICBCKE_00145	CDS			hypothetical protein
ELICBCKE_00145	gene			
ELICBCKE_00146	CDS	sat/cysC		putative bifunctional SAT/APS kinase
ELICBCKE_00146	gene	sat/cysC		
ELICBCKE_00147	CDS	smc_1		Chromosome partition protein Smc
ELICBCKE_00147	gene	smc_1		
ELICBCKE_00148	CDS	recJ	3.1.-.-	Single-stranded-DNA-specific exonuclease RecJ
ELICBCKE_00148	gene	recJ		
ELICBCKE_00149	CDS	fabH1_1	2.3.1.180	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
ELICBCKE_00149	gene	fabH1_1		
ELICBCKE_00150	CDS	acdA_2	1.3.99.-	Acyl-CoA dehydrogenase
ELICBCKE_00150	gene	acdA_2		
ELICBCKE_00151	CDS	pgpH	3.1.4.-	Cyclic-di-AMP phosphodiesterase PgpH
ELICBCKE_00151	gene	pgpH		
ELICBCKE_00152	CDS	ybeY	3.1.-.-	Endoribonuclease YbeY
ELICBCKE_00152	gene	ybeY		
ELICBCKE_00153	CDS	mazG	3.6.1.8	Nucleoside triphosphate pyrophosphohydrolase
ELICBCKE_00153	gene	mazG		
ELICBCKE_00154	CDS			hypothetical protein
ELICBCKE_00154	gene			
ELICBCKE_00155	CDS			hypothetical protein
ELICBCKE_00155	gene			
ELICBCKE_00156	CDS	psdht	4.2.1.-	Phenylserine dehydratase
ELICBCKE_00156	gene	psdht		
ELICBCKE_00157	CDS			hypothetical protein
ELICBCKE_00157	gene			
ELICBCKE_00158	CDS	bepA_1	3.4.-.-	Beta-barrel assembly-enhancing protease
ELICBCKE_00158	gene	bepA_1		
ELICBCKE_00159	CDS			hypothetical protein
ELICBCKE_00159	gene			
ELICBCKE_00160	CDS			hypothetical protein
ELICBCKE_00160	gene			
ELICBCKE_00161	CDS			hypothetical protein
ELICBCKE_00161	gene			
ELICBCKE_00162	CDS			hypothetical protein
ELICBCKE_00162	gene			
ELICBCKE_00163	CDS			Cyclic AMP receptor protein
ELICBCKE_00163	gene			
ELICBCKE_00164	CDS	envC		Murein hydrolase activator EnvC
ELICBCKE_00164	gene	envC		
ELICBCKE_00165	CDS	dnaX_1	2.7.7.7	DNA polymerase III subunit gamma/tau
ELICBCKE_00165	gene	dnaX_1		
ELICBCKE_00166	CDS	metG	6.1.1.10	Methionine--tRNA ligase
ELICBCKE_00166	gene	metG		
ELICBCKE_00167	CDS			hypothetical protein
ELICBCKE_00167	gene			
ELICBCKE_00168	CDS	ycfH	3.1.-.-	putative metal-dependent hydrolase YcfH
ELICBCKE_00168	gene	ycfH		
ELICBCKE_00169	CDS	rsmA	2.1.1.182	Ribosomal RNA small subunit methyltransferase A
ELICBCKE_00169	gene	rsmA		
ELICBCKE_00170	CDS	sigA_1		RNA polymerase sigma factor SigA
ELICBCKE_00170	gene	sigA_1		
ELICBCKE_00171	CDS	rpsU		30S ribosomal protein S21
ELICBCKE_00171	gene	rpsU		
ELICBCKE_00172	CDS	glmM	5.4.2.10	Phosphoglucosamine mutase
ELICBCKE_00172	gene	glmM		
ELICBCKE_00173	CDS	deoC	4.1.2.4	Deoxyribose-phosphate aldolase
ELICBCKE_00173	gene	deoC		
ELICBCKE_00174	CDS	aldA_2	1.2.1.3	Putative aldehyde dehydrogenase AldA
ELICBCKE_00174	gene	aldA_2		
ELICBCKE_00175	CDS	betB	1.2.1.8	NAD/NADP-dependent betaine aldehyde dehydrogenase
ELICBCKE_00175	gene	betB		
ELICBCKE_00176	CDS	punA	2.4.2.1	Purine nucleoside phosphorylase 1
ELICBCKE_00176	gene	punA		
ELICBCKE_00177	CDS	rlmCD	2.1.1.189	23S rRNA (uracil-C(5))-methyltransferase RlmCD
ELICBCKE_00177	gene	rlmCD		
ELICBCKE_00178	CDS	kch_1		Voltage-gated potassium channel Kch
ELICBCKE_00178	gene	kch_1		
ELICBCKE_00179	CDS	crp		CRP-like cAMP-activated global transcriptional regulator
ELICBCKE_00179	gene	crp		
ELICBCKE_00180	CDS	valS	6.1.1.9	Valine--tRNA ligase
ELICBCKE_00180	gene	valS		
ELICBCKE_00181	CDS			hypothetical protein
ELICBCKE_00181	gene			
ELICBCKE_00182	CDS	recG	3.6.4.12	ATP-dependent DNA helicase RecG
ELICBCKE_00182	gene	recG		
ELICBCKE_00183	CDS	ubiG	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
ELICBCKE_00183	gene	ubiG		
ELICBCKE_00184	CDS			hypothetical protein
ELICBCKE_00184	gene			
ELICBCKE_00185	CDS			hypothetical protein
ELICBCKE_00185	gene			
ELICBCKE_00186	CDS	wbbL_1	2.4.1.289	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
ELICBCKE_00186	gene	wbbL_1		
ELICBCKE_00187	CDS			hypothetical protein
ELICBCKE_00187	gene			
ELICBCKE_00188	CDS	cca		Multifunctional CCA protein
ELICBCKE_00188	gene	cca		
ELICBCKE_00189	CDS			hypothetical protein
ELICBCKE_00189	gene			
ELICBCKE_00190	CDS	tolC		Outer membrane protein TolC
ELICBCKE_00190	gene	tolC		
ELICBCKE_00191	CDS	macA		Macrolide export protein MacA
ELICBCKE_00191	gene	macA		
ELICBCKE_00192	CDS	yknY_1	3.6.3.-	putative ABC transporter ATP-binding protein YknY
ELICBCKE_00192	gene	yknY_1		
ELICBCKE_00193	CDS	macB_1	3.6.3.-	Macrolide export ATP-binding/permease protein MacB
ELICBCKE_00193	gene	macB_1		
ELICBCKE_00194	CDS	macB_2	3.6.3.-	Macrolide export ATP-binding/permease protein MacB
ELICBCKE_00194	gene	macB_2		
ELICBCKE_00195	CDS	kpsU	2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase
ELICBCKE_00195	gene	kpsU		
ELICBCKE_00196	CDS	pyrG	6.3.4.2	CTP synthase
ELICBCKE_00196	gene	pyrG		
ELICBCKE_00197	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
ELICBCKE_00197	gene	kdsA		
ELICBCKE_00198	CDS	kdsC	3.1.3.45	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
ELICBCKE_00198	gene	kdsC		
ELICBCKE_00199	CDS			hypothetical protein
ELICBCKE_00199	gene			
ELICBCKE_00200	CDS	lptB_1	3.6.3.-	Lipopolysaccharide export system ATP-binding protein LptB
ELICBCKE_00200	gene	lptB_1		
ELICBCKE_00201	CDS	rpoN		RNA polymerase sigma-54 factor
ELICBCKE_00201	gene	rpoN		
ELICBCKE_00202	CDS	hflK		Modulator of FtsH protease HflK
ELICBCKE_00202	gene	hflK		
ELICBCKE_00203	CDS	hflC		Modulator of FtsH protease HflC
ELICBCKE_00203	gene	hflC		
ELICBCKE_00204	CDS	argF	2.1.3.3	Ornithine carbamoyltransferase
ELICBCKE_00204	gene	argF		
ELICBCKE_00205	CDS			hypothetical protein
ELICBCKE_00205	gene			
ELICBCKE_00206	CDS			hypothetical protein
ELICBCKE_00206	gene			
ELICBCKE_00207	CDS			hypothetical protein
ELICBCKE_00207	gene			
ELICBCKE_00208	CDS	lpxH	3.6.1.54	UDP-2,3-diacylglucosamine hydrolase
ELICBCKE_00208	gene	lpxH		
ELICBCKE_00209	CDS	tolB_1		Protein TolB
ELICBCKE_00209	gene	tolB_1		
ELICBCKE_00210	CDS	radA	3.6.4.-	DNA repair protein RadA
ELICBCKE_00210	gene	radA		
ELICBCKE_00211	CDS	tgt	2.4.2.29	Queuine tRNA-ribosyltransferase
ELICBCKE_00211	gene	tgt		
ELICBCKE_00212	CDS	nudB	3.6.1.67	Dihydroneopterin triphosphate diphosphatase
ELICBCKE_00212	gene	nudB		
ELICBCKE_00213	CDS	bcp_1	1.11.1.15	Putative peroxiredoxin
ELICBCKE_00213	gene	bcp_1		
ELICBCKE_00214	CDS	bcp_2	1.11.1.15	Putative peroxiredoxin bcp
ELICBCKE_00214	gene	bcp_2		
ELICBCKE_00215	CDS	ltaS1		Lipoteichoic acid synthase 1
ELICBCKE_00215	gene	ltaS1		
ELICBCKE_00216	CDS			hypothetical protein
ELICBCKE_00216	gene			
ELICBCKE_00217	CDS			hypothetical protein
ELICBCKE_00217	gene			
ELICBCKE_00218	CDS	cysM	2.5.1.47	Cysteine synthase
ELICBCKE_00218	gene	cysM		
ELICBCKE_00219	CDS	resA_2		Thiol-disulfide oxidoreductase ResA
ELICBCKE_00219	gene	resA_2		
ELICBCKE_00220	CDS		3.4.21.66	Thermitase
ELICBCKE_00220	gene			
ELICBCKE_00221	CDS	uvrC		UvrABC system protein C
ELICBCKE_00221	gene	uvrC		
ELICBCKE_00222	CDS			hypothetical protein
ELICBCKE_00222	gene			
ELICBCKE_00223	CDS			hypothetical protein
ELICBCKE_00223	gene			
ELICBCKE_00224	CDS	serC	2.6.1.52	Phosphoserine aminotransferase
ELICBCKE_00224	gene	serC		
ELICBCKE_00225	CDS			hypothetical protein
ELICBCKE_00225	gene			
ELICBCKE_00226	CDS			hypothetical protein
ELICBCKE_00226	gene			
ELICBCKE_00227	CDS			hypothetical protein
ELICBCKE_00227	gene			
ELICBCKE_00228	CDS	sigW_1		ECF RNA polymerase sigma factor SigW
ELICBCKE_00228	gene	sigW_1		
ELICBCKE_00229	CDS	pcrA_1	3.6.4.12	ATP-dependent DNA helicase PcrA
ELICBCKE_00229	gene	pcrA_1		
ELICBCKE_00230	CDS			hypothetical protein
ELICBCKE_00230	gene			
ELICBCKE_00231	CDS			hypothetical protein
ELICBCKE_00231	gene			
ELICBCKE_00232	CDS			hypothetical protein
ELICBCKE_00232	gene			
ELICBCKE_00233	CDS			hypothetical protein
ELICBCKE_00233	gene			
ELICBCKE_00234	CDS			hypothetical protein
ELICBCKE_00234	gene			
ELICBCKE_00235	CDS			hypothetical protein
ELICBCKE_00235	gene			
ELICBCKE_00236	CDS	susC_2		TonB-dependent receptor SusC
ELICBCKE_00236	gene	susC_2		
ELICBCKE_00237	CDS		3.1.4.-	3'3'-cGAMP-specific phosphodiesterase 3
ELICBCKE_00237	gene			
ELICBCKE_00238	CDS	yflS		Putative malate transporter YflS
ELICBCKE_00238	gene	yflS		
ELICBCKE_00239	CDS	mepA		Multidrug export protein MepA
ELICBCKE_00239	gene	mepA		
ELICBCKE_00240	CDS		4.2.1.96	Putative pterin-4-alpha-carbinolamine dehydratase
ELICBCKE_00240	gene			
ELICBCKE_00241	CDS	livH		High-affinity branched-chain amino acid transport system permease protein LivH
ELICBCKE_00241	gene	livH		
ELICBCKE_00242	CDS	xylH		Xylose transport system permease protein XylH
ELICBCKE_00242	gene	xylH		
ELICBCKE_00243	CDS	braC		Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
ELICBCKE_00243	gene	braC		
ELICBCKE_00244	CDS	lptB_2	3.6.3.-	Lipopolysaccharide export system ATP-binding protein LptB
ELICBCKE_00244	gene	lptB_2		
ELICBCKE_00245	CDS	livF		High-affinity branched-chain amino acid transport ATP-binding protein LivF
ELICBCKE_00245	gene	livF		
ELICBCKE_00246	CDS		6.2.1.3	Long-chain-fatty-acid--CoA ligase FadD15
ELICBCKE_00246	gene			
ELICBCKE_00247	CDS			hypothetical protein
ELICBCKE_00247	gene			
ELICBCKE_00248	CDS		1.-.-.-	putative oxidoreductase
ELICBCKE_00248	gene			
ELICBCKE_00249	CDS	pqqB		Coenzyme PQQ synthesis protein B
ELICBCKE_00249	gene	pqqB		
ELICBCKE_00250	CDS			hypothetical protein
ELICBCKE_00250	gene			
ELICBCKE_00251	CDS	sglT_1		Sodium/glucose cotransporter
ELICBCKE_00251	gene	sglT_1		
ELICBCKE_00252	CDS	lytB		Amidase enhancer
ELICBCKE_00252	gene	lytB		
ELICBCKE_00253	CDS			hypothetical protein
ELICBCKE_00253	gene			
ELICBCKE_00254	CDS	nagZ_1	3.2.1.52	Beta-hexosaminidase
ELICBCKE_00254	gene	nagZ_1		
ELICBCKE_00255	CDS	nagZ_2	3.2.1.52	Beta-hexosaminidase
ELICBCKE_00255	gene	nagZ_2		
ELICBCKE_00256	CDS			hypothetical protein
ELICBCKE_00256	gene			
ELICBCKE_00257	CDS			hypothetical protein
ELICBCKE_00257	gene			
ELICBCKE_00258	CDS	ydhD	3.2.-.-	Putative sporulation-specific glycosylase YdhD
ELICBCKE_00258	gene	ydhD		
ELICBCKE_00259	CDS	argE	3.5.1.16	Acetylornithine deacetylase
ELICBCKE_00259	gene	argE		
ELICBCKE_00260	CDS			hypothetical protein
ELICBCKE_00260	gene			
ELICBCKE_00261	CDS	hcf136		Ycf48-like protein
ELICBCKE_00261	gene	hcf136		
ELICBCKE_00262	CDS	vpr	3.4.21.-	Minor extracellular protease vpr
ELICBCKE_00262	gene	vpr		
ELICBCKE_00263	CDS			hypothetical protein
ELICBCKE_00263	gene			
ELICBCKE_00264	CDS			hypothetical protein
ELICBCKE_00264	gene			
ELICBCKE_00265	CDS	sigW_2		ECF RNA polymerase sigma factor SigW
ELICBCKE_00265	gene	sigW_2		
ELICBCKE_00266	CDS			hypothetical protein
ELICBCKE_00266	gene			
ELICBCKE_00267	CDS	susC_3		TonB-dependent receptor SusC
ELICBCKE_00267	gene	susC_3		
ELICBCKE_00268	CDS	resA_3		Thiol-disulfide oxidoreductase ResA
ELICBCKE_00268	gene	resA_3		
ELICBCKE_00269	CDS	nagK	3.7.1.20	Fumarylpyruvate hydrolase
ELICBCKE_00269	gene	nagK		
ELICBCKE_00270	CDS	yhdJ_1	2.1.1.72	DNA adenine methyltransferase YhdJ
ELICBCKE_00270	gene	yhdJ_1		
ELICBCKE_00271	CDS			hypothetical protein
ELICBCKE_00271	gene			
ELICBCKE_00272	CDS	btuB_1		Vitamin B12 transporter BtuB
ELICBCKE_00272	gene	btuB_1		
ELICBCKE_00273	CDS			hypothetical protein
ELICBCKE_00273	gene			
ELICBCKE_00274	CDS			hypothetical protein
ELICBCKE_00274	gene			
