locus_tag	ftype	gene	EC_number	product
OIGPGILK_00042	CDS	vioB	2.3.1.209	dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase
OIGPGILK_00042	gene	vioB		
OIGPGILK_00043	CDS			hypothetical protein
OIGPGILK_00043	gene			
OIGPGILK_00044	CDS	pkn1_1	2.7.11.1	Serine/threonine-protein kinase pkn1
OIGPGILK_00044	gene	pkn1_1		
OIGPGILK_00045	CDS			hypothetical protein
OIGPGILK_00045	gene			
OIGPGILK_00046	CDS			hypothetical protein
OIGPGILK_00046	gene			
OIGPGILK_00047	CDS			hypothetical protein
OIGPGILK_00047	gene			
OIGPGILK_00048	CDS	ddl	6.3.2.4	D-alanine--D-alanine ligase
OIGPGILK_00048	gene	ddl		
OIGPGILK_00049	CDS	pqqE		Coenzyme PQQ synthesis protein E
OIGPGILK_00049	gene	pqqE		
OIGPGILK_00050	CDS		2.4.-.-	putative glycosyltransferase
OIGPGILK_00050	gene			
OIGPGILK_00051	CDS	hisI	3.5.4.19	Phosphoribosyl-AMP cyclohydrolase
OIGPGILK_00051	gene	hisI		
OIGPGILK_00052	CDS			hypothetical protein
OIGPGILK_00052	gene			
OIGPGILK_00053	CDS			hypothetical protein
OIGPGILK_00053	gene			
OIGPGILK_00054	CDS	apaH	3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
OIGPGILK_00054	gene	apaH		
OIGPGILK_00055	CDS	hspA_1		Spore protein SP21
OIGPGILK_00055	gene	hspA_1		
OIGPGILK_00056	CDS	hspA_2		Spore protein SP21
OIGPGILK_00056	gene	hspA_2		
OIGPGILK_00057	CDS			hypothetical protein
OIGPGILK_00057	gene			
OIGPGILK_00058	CDS			hypothetical protein
OIGPGILK_00058	gene			
OIGPGILK_00059	CDS			hypothetical protein
OIGPGILK_00059	gene			
OIGPGILK_00060	CDS	ftsH_1	3.4.24.-	ATP-dependent zinc metalloprotease FtsH
OIGPGILK_00060	gene	ftsH_1		
OIGPGILK_00061	CDS			hypothetical protein
OIGPGILK_00061	gene			
OIGPGILK_00062	CDS			hypothetical protein
OIGPGILK_00062	gene			
OIGPGILK_00063	CDS	yhdG		putative amino acid permease YhdG
OIGPGILK_00063	gene	yhdG		
OIGPGILK_00064	CDS	ipuC	6.3.2.-	Glutamate--isopropylamine ligase
OIGPGILK_00064	gene	ipuC		
OIGPGILK_00065	CDS	puuD_2	3.5.1.94	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
OIGPGILK_00065	gene	puuD_2		
OIGPGILK_00066	CDS	thiS		Sulfur carrier protein ThiS
OIGPGILK_00066	gene	thiS		
OIGPGILK_00067	CDS			hypothetical protein
OIGPGILK_00067	gene			
OIGPGILK_00068	CDS			hypothetical protein
OIGPGILK_00068	gene			
OIGPGILK_00069	CDS			hypothetical protein
OIGPGILK_00069	gene			
OIGPGILK_00070	CDS			hypothetical protein
OIGPGILK_00070	gene			
OIGPGILK_00071	CDS			hypothetical protein
OIGPGILK_00071	gene			
OIGPGILK_00072	CDS	proA	4.1.3.16	4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
OIGPGILK_00072	gene	proA		
OIGPGILK_00073	CDS			hypothetical protein
OIGPGILK_00073	gene			
OIGPGILK_00074	CDS	aroB	4.2.3.4	3-dehydroquinate synthase
OIGPGILK_00074	gene	aroB		
OIGPGILK_00075	CDS			hypothetical protein
OIGPGILK_00075	gene			
OIGPGILK_00076	CDS			hypothetical protein
OIGPGILK_00076	gene			
OIGPGILK_00077	CDS	hyuA	3.5.2.-	D-phenylhydantoinase
OIGPGILK_00077	gene	hyuA		
OIGPGILK_00078	CDS			hypothetical protein
OIGPGILK_00078	gene			
OIGPGILK_00079	CDS	bamB_2		Outer membrane protein assembly factor BamB
OIGPGILK_00079	gene	bamB_2		
OIGPGILK_00080	CDS			hypothetical protein
OIGPGILK_00080	gene			
OIGPGILK_00081	CDS	sigW		ECF RNA polymerase sigma factor SigW
OIGPGILK_00081	gene	sigW		
OIGPGILK_00082	CDS			hypothetical protein
OIGPGILK_00082	gene			
OIGPGILK_00083	CDS		2.1.1.315	27-O-demethylrifamycin SV methyltransferase
OIGPGILK_00083	gene			
OIGPGILK_00084	CDS	thyA	2.1.1.45	Thymidylate synthase
OIGPGILK_00084	gene	thyA		
OIGPGILK_00085	CDS	dhfrIII	1.5.1.3	Dihydrofolate reductase type 3
OIGPGILK_00085	gene	dhfrIII		
OIGPGILK_00086	CDS	epmA	6.3.1.-	Elongation factor P--(R)-beta-lysine ligase
OIGPGILK_00086	gene	epmA		
OIGPGILK_00087	CDS			hypothetical protein
OIGPGILK_00087	gene			
OIGPGILK_00088	CDS			hypothetical protein
OIGPGILK_00088	gene			
OIGPGILK_00089	CDS	bepA_1	3.4.-.-	Beta-barrel assembly-enhancing protease
OIGPGILK_00089	gene	bepA_1		
OIGPGILK_00090	CDS			hypothetical protein
OIGPGILK_00090	gene			
OIGPGILK_00091	CDS			hypothetical protein
OIGPGILK_00091	gene			
OIGPGILK_00092	CDS	bamB_3		Outer membrane protein assembly factor BamB
OIGPGILK_00092	gene	bamB_3		
OIGPGILK_00093	CDS			hypothetical protein
OIGPGILK_00093	gene			
OIGPGILK_00094	CDS			hypothetical protein
OIGPGILK_00094	gene			
OIGPGILK_00095	CDS			hypothetical protein
OIGPGILK_00095	gene			
OIGPGILK_00096	CDS			hypothetical protein
OIGPGILK_00096	gene			
OIGPGILK_00097	CDS			hypothetical protein
OIGPGILK_00097	gene			
OIGPGILK_00098	CDS	lysC	2.7.2.4	Aspartate kinase Ask_LysC
OIGPGILK_00098	gene	lysC		
OIGPGILK_00099	CDS			hypothetical protein
OIGPGILK_00099	gene			
OIGPGILK_00100	CDS	valS	6.1.1.9	Valine--tRNA ligase
OIGPGILK_00100	gene	valS		
OIGPGILK_00101	CDS			hypothetical protein
OIGPGILK_00101	gene			
OIGPGILK_00102	CDS			hypothetical protein
OIGPGILK_00102	gene			
OIGPGILK_00103	CDS	csrA		Carbon storage regulator 
OIGPGILK_00103	gene	csrA		
OIGPGILK_00104	CDS			hypothetical protein
OIGPGILK_00104	gene			
OIGPGILK_00105	CDS	betC_1	3.1.6.6	Choline-sulfatase
OIGPGILK_00105	gene	betC_1		
OIGPGILK_00106	CDS			hypothetical protein
OIGPGILK_00106	gene			
OIGPGILK_00107	CDS	ufaA1	2.1.1.-	Tuberculostearic acid methyltransferase UfaA1
OIGPGILK_00107	gene	ufaA1		
OIGPGILK_00108	CDS			hypothetical protein
OIGPGILK_00108	gene			
OIGPGILK_00109	CDS			hypothetical protein
OIGPGILK_00109	gene			
OIGPGILK_00110	CDS	ycdY		Chaperone protein YcdY
OIGPGILK_00110	gene	ycdY		
OIGPGILK_00111	CDS			Putative transcriptional regulator
OIGPGILK_00111	gene			
OIGPGILK_00112	CDS	iolX_1	1.1.1.370	scyllo-inositol 2-dehydrogenase (NAD(+))
OIGPGILK_00112	gene	iolX_1		
OIGPGILK_00113	CDS	rbsK	2.7.1.15	Ribokinase
OIGPGILK_00113	gene	rbsK		
OIGPGILK_00114	CDS	spo0F	2.7.-.-	Sporulation initiation phosphotransferase F
OIGPGILK_00114	gene	spo0F		
OIGPGILK_00115	CDS			hypothetical protein
OIGPGILK_00115	gene			
OIGPGILK_00116	CDS			hypothetical protein
OIGPGILK_00116	gene			
OIGPGILK_00117	CDS			hypothetical protein
OIGPGILK_00117	gene			
OIGPGILK_00118	CDS			hypothetical protein
OIGPGILK_00118	gene			
OIGPGILK_00119	CDS	ycf3		Photosystem I assembly protein Ycf3
OIGPGILK_00119	gene	ycf3		
OIGPGILK_00120	CDS			hypothetical protein
OIGPGILK_00120	gene			
OIGPGILK_00121	CDS			hypothetical protein
OIGPGILK_00121	gene			
OIGPGILK_00122	CDS			hypothetical protein
OIGPGILK_00122	gene			
OIGPGILK_00123	CDS	pld	3.1.4.4	Phospholipase D
OIGPGILK_00123	gene	pld		
OIGPGILK_00124	CDS	uup		ABC transporter ATP-binding protein uup
OIGPGILK_00124	gene	uup		
OIGPGILK_00125	CDS			hypothetical protein
OIGPGILK_00125	gene			
OIGPGILK_00126	CDS			hypothetical protein
OIGPGILK_00126	gene			
OIGPGILK_00127	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
OIGPGILK_00127	gene	tilS		
OIGPGILK_00128	CDS			hypothetical protein
OIGPGILK_00128	gene			
OIGPGILK_00129	CDS			hypothetical protein
OIGPGILK_00129	gene			
OIGPGILK_00130	CDS			hypothetical protein
OIGPGILK_00130	gene			
OIGPGILK_00131	CDS	hpt	2.4.2.8	Hypoxanthine-guanine phosphoribosyltransferase
OIGPGILK_00131	gene	hpt		
OIGPGILK_00132	CDS	bshA	2.4.1.-	N-acetyl-alpha-D-glucosaminyl L-malate synthase
OIGPGILK_00132	gene	bshA		
OIGPGILK_00133	CDS			hypothetical protein
OIGPGILK_00133	gene			
OIGPGILK_00134	CDS	mtnK	2.7.1.100	Methylthioribose kinase
OIGPGILK_00134	gene	mtnK		
OIGPGILK_00135	CDS			hypothetical protein
OIGPGILK_00135	gene			
OIGPGILK_00136	CDS			hypothetical protein
OIGPGILK_00136	gene			
OIGPGILK_00137	CDS	mobA	2.7.7.77	putative molybdenum cofactor guanylyltransferase
OIGPGILK_00137	gene	mobA		
OIGPGILK_00138	CDS	fhcC		Formyltransferase/hydrolase complex Fhc subunit C
OIGPGILK_00138	gene	fhcC		
OIGPGILK_00139	CDS	moeA	2.10.1.1	Molybdopterin molybdenumtransferase
OIGPGILK_00139	gene	moeA		
OIGPGILK_00140	CDS	atsA_2	3.1.6.1	Arylsulfatase
OIGPGILK_00140	gene	atsA_2		
OIGPGILK_00141	CDS			hypothetical protein
OIGPGILK_00141	gene			
OIGPGILK_00142	CDS	fabF_1	2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase 2
OIGPGILK_00142	gene	fabF_1		
OIGPGILK_00143	CDS			hypothetical protein
OIGPGILK_00143	gene			
OIGPGILK_00144	CDS			hypothetical protein
OIGPGILK_00144	gene			
OIGPGILK_00145	CDS			hypothetical protein
OIGPGILK_00145	gene			
OIGPGILK_00146	CDS			hypothetical protein
OIGPGILK_00146	gene			
OIGPGILK_00147	CDS			hypothetical protein
OIGPGILK_00147	gene			
OIGPGILK_00148	CDS			hypothetical protein
OIGPGILK_00148	gene			
OIGPGILK_00149	CDS	bepA_2	3.4.-.-	Beta-barrel assembly-enhancing protease
OIGPGILK_00149	gene	bepA_2		
OIGPGILK_00150	CDS			hypothetical protein
OIGPGILK_00150	gene			
OIGPGILK_00151	CDS	glbN		Group 1 truncated hemoglobin GlbN
OIGPGILK_00151	gene	glbN		
OIGPGILK_00152	CDS	afr_1	1.1.1.292	1,5-anhydro-D-fructose reductase
OIGPGILK_00152	gene	afr_1		
OIGPGILK_00153	CDS			hypothetical protein
OIGPGILK_00153	gene			
OIGPGILK_00154	CDS	bamB_4		Outer membrane protein assembly factor BamB
OIGPGILK_00154	gene	bamB_4		
OIGPGILK_00155	CDS	gno_1	1.1.1.69	Gluconate 5-dehydrogenase
OIGPGILK_00155	gene	gno_1		
OIGPGILK_00156	CDS		3.5.1.59	N-carbamoylsarcosine amidase
OIGPGILK_00156	gene			
OIGPGILK_00157	CDS	odh	1.5.1.28	Opine dehydrogenase
OIGPGILK_00157	gene	odh		
OIGPGILK_00158	CDS	pknD_2	2.7.11.1	Serine/threonine-protein kinase PknD
OIGPGILK_00158	gene	pknD_2		
OIGPGILK_00159	CDS	gudP		putative glucarate transporter
OIGPGILK_00159	gene	gudP		
OIGPGILK_00160	CDS	hisA	5.3.1.16	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
OIGPGILK_00160	gene	hisA		
OIGPGILK_00161	CDS	hisH	2.4.2.-	Imidazole glycerol phosphate synthase subunit HisH
OIGPGILK_00161	gene	hisH		
OIGPGILK_00162	CDS	gspO		Type 4 prepilin-like proteins leader peptide-processing enzyme
OIGPGILK_00162	gene	gspO		
OIGPGILK_00163	CDS	aroK	2.7.1.71	Shikimate kinase 1
OIGPGILK_00163	gene	aroK		
OIGPGILK_00164	CDS	rbsD	5.4.99.62	D-ribose pyranase
OIGPGILK_00164	gene	rbsD		
OIGPGILK_00165	CDS	fdh	1.1.1.122	D-threo-aldose 1-dehydrogenase
OIGPGILK_00165	gene	fdh		
OIGPGILK_00166	CDS			hypothetical protein
OIGPGILK_00166	gene			
OIGPGILK_00167	CDS			hypothetical protein
OIGPGILK_00167	gene			
OIGPGILK_00168	CDS			hypothetical protein
OIGPGILK_00168	gene			
OIGPGILK_00169	CDS			hypothetical protein
OIGPGILK_00169	gene			
OIGPGILK_00170	CDS			hypothetical protein
OIGPGILK_00170	gene			
OIGPGILK_00171	CDS			hypothetical protein
OIGPGILK_00171	gene			
OIGPGILK_00172	CDS	gltP		Proton/glutamate-aspartate symporter
OIGPGILK_00172	gene	gltP		
OIGPGILK_00173	CDS			hypothetical protein
OIGPGILK_00173	gene			
OIGPGILK_00174	CDS			hypothetical protein
OIGPGILK_00174	gene			
OIGPGILK_00175	CDS	afr_2	1.1.1.292	1,5-anhydro-D-fructose reductase
OIGPGILK_00175	gene	afr_2		
OIGPGILK_00176	CDS			hypothetical protein
OIGPGILK_00176	gene			
OIGPGILK_00177	CDS			hypothetical protein
OIGPGILK_00177	gene			
OIGPGILK_00178	CDS	cyoE	2.5.1.-	Protoheme IX farnesyltransferase
OIGPGILK_00178	gene	cyoE		
OIGPGILK_00179	CDS			hypothetical protein
OIGPGILK_00179	gene			
OIGPGILK_00180	CDS			hypothetical protein
OIGPGILK_00180	gene			
OIGPGILK_00181	CDS			hypothetical protein
OIGPGILK_00181	gene			
OIGPGILK_00182	CDS			hypothetical protein
OIGPGILK_00182	gene			
OIGPGILK_00183	CDS			hypothetical protein
OIGPGILK_00183	gene			
OIGPGILK_00184	CDS	nuoK	1.6.5.11	NADH-quinone oxidoreductase subunit K
OIGPGILK_00184	gene	nuoK		
OIGPGILK_00185	CDS	nuoJ	1.6.5.11	NADH-quinone oxidoreductase subunit J
OIGPGILK_00185	gene	nuoJ		
OIGPGILK_00186	CDS	ndhI	1.6.5.11	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
OIGPGILK_00186	gene	ndhI		
OIGPGILK_00187	CDS			hypothetical protein
OIGPGILK_00187	gene			
OIGPGILK_00188	CDS			hypothetical protein
OIGPGILK_00188	gene			
OIGPGILK_00189	CDS			hypothetical protein
OIGPGILK_00189	gene			
OIGPGILK_00190	CDS			hypothetical protein
OIGPGILK_00190	gene			
OIGPGILK_00191	CDS			hypothetical protein
OIGPGILK_00191	gene			
OIGPGILK_00192	CDS	secA		Protein translocase subunit SecA
OIGPGILK_00192	gene	secA		
OIGPGILK_00193	CDS	waaA	2.4.99.12	3-deoxy-D-manno-octulosonic acid transferase
OIGPGILK_00193	gene	waaA		
OIGPGILK_00194	CDS	metK	2.5.1.6	S-adenosylmethionine synthase
OIGPGILK_00194	gene	metK		
OIGPGILK_00195	CDS			hypothetical protein
OIGPGILK_00195	gene			
OIGPGILK_00196	CDS			hypothetical protein
OIGPGILK_00196	gene			
OIGPGILK_00197	CDS			hypothetical protein
OIGPGILK_00197	gene			
OIGPGILK_00198	CDS			hypothetical protein
OIGPGILK_00198	gene			
OIGPGILK_00199	CDS			hypothetical protein
OIGPGILK_00199	gene			
OIGPGILK_00200	CDS			hypothetical protein
OIGPGILK_00200	gene			
OIGPGILK_00201	CDS			hypothetical protein
OIGPGILK_00201	gene			
OIGPGILK_00202	CDS	gyrB	5.99.1.3	Type 2 topoisomerase subunit B
OIGPGILK_00202	gene	gyrB		
OIGPGILK_00203	CDS			hypothetical protein
OIGPGILK_00203	gene			
OIGPGILK_00204	CDS			hypothetical protein
OIGPGILK_00204	gene			
OIGPGILK_00205	CDS	livH		High-affinity branched-chain amino acid transport system permease protein LivH
OIGPGILK_00205	gene	livH		
OIGPGILK_00206	CDS	bepA_3	3.4.-.-	Beta-barrel assembly-enhancing protease
OIGPGILK_00206	gene	bepA_3		
OIGPGILK_00207	CDS			hypothetical protein
OIGPGILK_00207	gene			
OIGPGILK_00208	CDS			hypothetical protein
OIGPGILK_00208	gene			
OIGPGILK_00209	CDS	phoP		Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
OIGPGILK_00209	gene	phoP		
OIGPGILK_00210	CDS			hypothetical protein
OIGPGILK_00210	gene			
OIGPGILK_00211	CDS			hypothetical protein
OIGPGILK_00211	gene			
OIGPGILK_00212	CDS			hypothetical protein
OIGPGILK_00212	gene			
OIGPGILK_00213	CDS			hypothetical protein
OIGPGILK_00213	gene			
OIGPGILK_00214	CDS	lgt	2.4.99.-	Prolipoprotein diacylglyceryl transferase
OIGPGILK_00214	gene	lgt		
OIGPGILK_00215	CDS	panC	6.3.2.1	Pantothenate synthetase
OIGPGILK_00215	gene	panC		
OIGPGILK_00216	CDS	folK	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OIGPGILK_00216	gene	folK		
OIGPGILK_00217	CDS		2.4.1.54	Undecaprenyl-phosphate mannosyltransferase
OIGPGILK_00217	gene			
OIGPGILK_00218	CDS	tuaB		Teichuronic acid biosynthesis protein TuaB
OIGPGILK_00218	gene	tuaB		
OIGPGILK_00219	CDS			hypothetical protein
OIGPGILK_00219	gene			
OIGPGILK_00220	CDS			hypothetical protein
OIGPGILK_00220	gene			
OIGPGILK_00221	CDS			hypothetical protein
OIGPGILK_00221	gene			
OIGPGILK_00222	CDS	atsA_3	3.1.6.1	Arylsulfatase
OIGPGILK_00222	gene	atsA_3		
OIGPGILK_00223	CDS			hypothetical protein
OIGPGILK_00223	gene			
OIGPGILK_00224	CDS			hypothetical protein
OIGPGILK_00224	gene			
OIGPGILK_00225	CDS			hypothetical protein
OIGPGILK_00225	gene			
OIGPGILK_00226	CDS	nhaR		Transcriptional activator protein NhaR
OIGPGILK_00226	gene	nhaR		
OIGPGILK_00227	tRNA			tRNA-Ser(tga)
OIGPGILK_00227	gene			
OIGPGILK_00228	CDS			hypothetical protein
OIGPGILK_00228	gene			
OIGPGILK_00229	CDS	fosB	2.5.1.-	Metallothiol transferase FosB
OIGPGILK_00229	gene	fosB		
OIGPGILK_00230	CDS	srp54		Signal recognition particle 54 kDa protein
OIGPGILK_00230	gene	srp54		
OIGPGILK_00231	CDS			hypothetical protein
OIGPGILK_00231	gene			
OIGPGILK_00232	CDS			hypothetical protein
OIGPGILK_00232	gene			
OIGPGILK_00233	CDS			hypothetical protein
OIGPGILK_00233	gene			
OIGPGILK_00234	CDS			hypothetical protein
OIGPGILK_00234	gene			
OIGPGILK_00235	CDS			hypothetical protein
OIGPGILK_00235	gene			
OIGPGILK_00236	CDS			hypothetical protein
OIGPGILK_00236	gene			
OIGPGILK_00237	CDS	bioF	2.3.1.47	8-amino-7-oxononanoate synthase
OIGPGILK_00237	gene	bioF		
OIGPGILK_00238	CDS	macB	3.6.3.-	Macrolide export ATP-binding/permease protein MacB
OIGPGILK_00238	gene	macB		
OIGPGILK_00239	CDS	yknY_1	3.6.3.-	putative ABC transporter ATP-binding protein YknY
OIGPGILK_00239	gene	yknY_1		
OIGPGILK_00240	CDS			hypothetical protein
OIGPGILK_00240	gene			
OIGPGILK_00241	CDS			hypothetical protein
OIGPGILK_00241	gene			
OIGPGILK_00242	CDS	carC	1.14.20.3	(5R)-carbapenem-3-carboxylate synthase
OIGPGILK_00242	gene	carC		
OIGPGILK_00243	CDS	menA	2.5.1.74	1,4-dihydroxy-2-naphthoate octaprenyltransferase
OIGPGILK_00243	gene	menA		
OIGPGILK_00244	CDS	mhpD	4.2.1.80	2-keto-4-pentenoate hydratase
OIGPGILK_00244	gene	mhpD		
OIGPGILK_00245	CDS	flK	3.1.2.29	Fluoroacetyl-CoA thioesterase
OIGPGILK_00245	gene	flK		
OIGPGILK_00246	CDS			hypothetical protein
OIGPGILK_00246	gene			
OIGPGILK_00247	CDS	ade	3.5.4.2	Adenine deaminase
OIGPGILK_00247	gene	ade		
OIGPGILK_00248	CDS	hutI	3.5.2.7	Imidazolonepropionase
OIGPGILK_00248	gene	hutI		
OIGPGILK_00249	CDS	pntB	1.6.1.2	NAD(P) transhydrogenase subunit beta
OIGPGILK_00249	gene	pntB		
OIGPGILK_00250	CDS	dgaE	4.3.1.29	D-glucosaminate-6-phosphate ammonia lyase
OIGPGILK_00250	gene	dgaE		
OIGPGILK_00251	CDS		5.1.1.-	N-succinyl-L-Arg/Lys racemase
OIGPGILK_00251	gene			
OIGPGILK_00252	CDS	pknD_3	2.7.11.1	Serine/threonine-protein kinase PknD
OIGPGILK_00252	gene	pknD_3		
OIGPGILK_00253	CDS	budC	1.1.1.304	Diacetyl reductase [(S)-acetoin forming]
OIGPGILK_00253	gene	budC		
OIGPGILK_00254	CDS		3.4.21.-	putative subtilase-type serine protease
OIGPGILK_00254	gene			
OIGPGILK_00255	CDS			hypothetical protein
OIGPGILK_00255	gene			
OIGPGILK_00256	CDS			hypothetical protein
OIGPGILK_00256	gene			
OIGPGILK_00257	CDS			hypothetical protein
OIGPGILK_00257	gene			
OIGPGILK_00258	CDS	carA2	1.3.99.29	zeta-carotene-forming phytoene desaturase
OIGPGILK_00258	gene	carA2		
OIGPGILK_00259	CDS			hypothetical protein
OIGPGILK_00259	gene			
OIGPGILK_00260	CDS	iolE_1	4.2.1.44	Inosose dehydratase
OIGPGILK_00260	gene	iolE_1		
OIGPGILK_00261	CDS			hypothetical protein
OIGPGILK_00261	gene			
OIGPGILK_00262	CDS	gno_2	1.1.1.69	Gluconate 5-dehydrogenase
OIGPGILK_00262	gene	gno_2		
OIGPGILK_00263	CDS			hypothetical protein
OIGPGILK_00263	gene			
OIGPGILK_00264	CDS			hypothetical protein
OIGPGILK_00264	gene			
OIGPGILK_00265	CDS	betC_2	3.1.6.6	Choline-sulfatase
OIGPGILK_00265	gene	betC_2		
OIGPGILK_00266	CDS			hypothetical protein
OIGPGILK_00266	gene			
OIGPGILK_00267	CDS			hypothetical protein
OIGPGILK_00267	gene			
OIGPGILK_00268	CDS			hypothetical protein
OIGPGILK_00268	gene			
OIGPGILK_00269	CDS	murK	2.7.1.-	N-acetylmuramic acid/N-acetylglucosamine kinase
OIGPGILK_00269	gene	murK		
OIGPGILK_00270	CDS	argA	2.3.1.1	Amino-acid acetyltransferase
OIGPGILK_00270	gene	argA		
OIGPGILK_00271	CDS			hypothetical protein
OIGPGILK_00271	gene			
OIGPGILK_00272	CDS			hypothetical protein
OIGPGILK_00272	gene			
OIGPGILK_00273	CDS			hypothetical protein
OIGPGILK_00273	gene			
OIGPGILK_00274	CDS	bepA_4	3.4.-.-	Beta-barrel assembly-enhancing protease
OIGPGILK_00274	gene	bepA_4		
OIGPGILK_00275	CDS			hypothetical protein
OIGPGILK_00275	gene			
OIGPGILK_00276	CDS	atsA_4	3.1.6.1	Arylsulfatase
OIGPGILK_00276	gene	atsA_4		
OIGPGILK_00277	CDS			hypothetical protein
OIGPGILK_00277	gene			
OIGPGILK_00278	CDS	fliG		Flagellar motor switch protein FliG
OIGPGILK_00278	gene	fliG		
OIGPGILK_00279	CDS			hypothetical protein
OIGPGILK_00279	gene			
OIGPGILK_00280	CDS			hypothetical protein
OIGPGILK_00280	gene			
OIGPGILK_00281	CDS			hypothetical protein
OIGPGILK_00281	gene			
OIGPGILK_00282	CDS	mkl		putative ribonucleotide transport ATP-binding protein mkl
OIGPGILK_00282	gene	mkl		
OIGPGILK_00283	CDS			hypothetical protein
OIGPGILK_00283	gene			
OIGPGILK_00284	CDS			hypothetical protein
OIGPGILK_00284	gene			
OIGPGILK_00285	CDS			hypothetical protein
OIGPGILK_00285	gene			
OIGPGILK_00286	CDS			hypothetical protein
OIGPGILK_00286	gene			
