locus_tag	ftype	gene	EC_number	product
LHMMNLJB_00118	gene			
LHMMNLJB_00119	CDS	pknD_1	2.7.11.1	Serine/threonine-protein kinase PknD
LHMMNLJB_00119	gene	pknD_1		
LHMMNLJB_00120	CDS	metH_1	2.1.1.13	Methionine synthase
LHMMNLJB_00120	gene	metH_1		
LHMMNLJB_00121	CDS			hypothetical protein
LHMMNLJB_00121	gene			
LHMMNLJB_00122	CDS			hypothetical protein
LHMMNLJB_00122	gene			
LHMMNLJB_00123	CDS	acsE	2.1.1.258	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
LHMMNLJB_00123	gene	acsE		
LHMMNLJB_00124	CDS	fdx5		2Fe-2S ferredoxin-5
LHMMNLJB_00124	gene	fdx5		
LHMMNLJB_00125	CDS			hypothetical protein
LHMMNLJB_00125	gene			
LHMMNLJB_00126	CDS			hypothetical protein
LHMMNLJB_00126	gene			
LHMMNLJB_00127	CDS			hypothetical protein
LHMMNLJB_00127	gene			
LHMMNLJB_00128	CDS			hypothetical protein
LHMMNLJB_00128	gene			
LHMMNLJB_00129	CDS	galT	2.7.7.12	Galactose-1-phosphate uridylyltransferase
LHMMNLJB_00129	gene	galT		
LHMMNLJB_00130	CDS	galK	2.7.1.6	Galactokinase
LHMMNLJB_00130	gene	galK		
LHMMNLJB_00131	CDS	hcaE	1.14.12.19	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
LHMMNLJB_00131	gene	hcaE		
LHMMNLJB_00132	CDS	betI_1		HTH-type transcriptional regulator BetI
LHMMNLJB_00132	gene	betI_1		
LHMMNLJB_00133	CDS	crtI_1	1.3.99.28	Phytoene desaturase (neurosporene-forming)
LHMMNLJB_00133	gene	crtI_1		
LHMMNLJB_00134	CDS	crtI_2	1.3.99.31	Phytoene desaturase (lycopene-forming)
LHMMNLJB_00134	gene	crtI_2		
LHMMNLJB_00135	CDS	gcvT_1	2.1.2.10	Aminomethyltransferase
LHMMNLJB_00135	gene	gcvT_1		
LHMMNLJB_00136	CDS			hypothetical protein
LHMMNLJB_00136	gene			
LHMMNLJB_00137	CDS	puuC_1	1.2.1.5	Aldehyde dehydrogenase PuuC
LHMMNLJB_00137	gene	puuC_1		
LHMMNLJB_00138	CDS	crt	4.2.1.150	Short-chain-enoyl-CoA hydratase
LHMMNLJB_00138	gene	crt		
LHMMNLJB_00139	CDS	aphA		Acetylpolyamine aminohydrolase
LHMMNLJB_00139	gene	aphA		
LHMMNLJB_00140	CDS			hypothetical protein
LHMMNLJB_00140	gene			
LHMMNLJB_00141	CDS	dsbA		Thiol:disulfide interchange protein DsbA
LHMMNLJB_00141	gene	dsbA		
LHMMNLJB_00142	CDS		3.4.24.-	putative zinc protease
LHMMNLJB_00142	gene			
LHMMNLJB_00143	CDS			hypothetical protein
LHMMNLJB_00143	gene			
LHMMNLJB_00144	CDS			hypothetical protein
LHMMNLJB_00144	gene			
LHMMNLJB_00145	CDS			hypothetical protein
LHMMNLJB_00145	gene			
LHMMNLJB_00146	CDS		4.2.1.84	Cobalt-containing nitrile hydratase subunit beta
LHMMNLJB_00146	gene			
LHMMNLJB_00147	CDS	scnA	3.5.5.8	Thiocyanate hydrolase subunit alpha
LHMMNLJB_00147	gene	scnA		
LHMMNLJB_00148	CDS		4.2.1.84	Low-molecular weight cobalt-containing nitrile hydratase subunit alpha
LHMMNLJB_00148	gene			
LHMMNLJB_00149	CDS			hypothetical protein
LHMMNLJB_00149	gene			
LHMMNLJB_00150	CDS			hypothetical protein
LHMMNLJB_00150	gene			
LHMMNLJB_00151	CDS	cusS	2.7.13.3	Sensor kinase CusS
LHMMNLJB_00151	gene	cusS		
LHMMNLJB_00152	CDS			hypothetical protein
LHMMNLJB_00152	gene			
LHMMNLJB_00153	CDS	gltD	1.4.1.13	Glutamate synthase [NADPH] small chain
LHMMNLJB_00153	gene	gltD		
LHMMNLJB_00154	CDS	gltB	1.4.1.13	Glutamate synthase [NADPH] large chain
LHMMNLJB_00154	gene	gltB		
LHMMNLJB_00155	CDS	dctM_1		C4-dicarboxylate TRAP transporter large permease protein DctM
LHMMNLJB_00155	gene	dctM_1		
LHMMNLJB_00156	CDS	yiaM		2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
LHMMNLJB_00156	gene	yiaM		
LHMMNLJB_00157	CDS	rspR		HTH-type transcriptional repressor RspR
LHMMNLJB_00157	gene	rspR		
LHMMNLJB_00158	CDS	garL	4.1.2.20	5-keto-4-deoxy-D-glucarate aldolase
LHMMNLJB_00158	gene	garL		
LHMMNLJB_00159	CDS	cph2		Phytochrome-like protein cph2
LHMMNLJB_00159	gene	cph2		
LHMMNLJB_00160	CDS			hypothetical protein
LHMMNLJB_00160	gene			
LHMMNLJB_00161	CDS	trpA	4.2.1.20	Tryptophan synthase alpha chain
LHMMNLJB_00161	gene	trpA		
LHMMNLJB_00162	CDS	trpB	4.2.1.20	Tryptophan synthase beta chain
LHMMNLJB_00162	gene	trpB		
LHMMNLJB_00163	CDS	trpF	5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase
LHMMNLJB_00163	gene	trpF		
LHMMNLJB_00164	CDS	trpC	4.1.1.48	Indole-3-glycerol phosphate synthase
LHMMNLJB_00164	gene	trpC		
LHMMNLJB_00165	CDS	trpD	2.4.2.18	Anthranilate phosphoribosyltransferase
LHMMNLJB_00165	gene	trpD		
LHMMNLJB_00166	CDS			hypothetical protein
LHMMNLJB_00166	gene			
LHMMNLJB_00167	CDS	fda	4.1.2.13	Fructose-bisphosphate aldolase class 1
LHMMNLJB_00167	gene	fda		
LHMMNLJB_00168	CDS	blh	3.-.-.-	Beta-lactamase hydrolase-like protein
LHMMNLJB_00168	gene	blh		
LHMMNLJB_00169	CDS			hypothetical protein
LHMMNLJB_00169	gene			
LHMMNLJB_00170	CDS			hypothetical protein
LHMMNLJB_00170	gene			
LHMMNLJB_00171	CDS	crtN	1.3.8.2	Dehydrosqualene desaturase
LHMMNLJB_00171	gene	crtN		
LHMMNLJB_00172	CDS			hypothetical protein
LHMMNLJB_00172	gene			
LHMMNLJB_00173	CDS	cuyA	4.4.1.25	L-cysteate sulfo-lyase
LHMMNLJB_00173	gene	cuyA		
LHMMNLJB_00174	CDS	yihN		Inner membrane protein YihN
LHMMNLJB_00174	gene	yihN		
LHMMNLJB_00175	CDS			hypothetical protein
LHMMNLJB_00175	gene			
LHMMNLJB_00176	CDS	hutI_2	3.5.2.7	Imidazolonepropionase
LHMMNLJB_00176	gene	hutI_2		
LHMMNLJB_00177	CDS	addA	3.6.4.12	ATP-dependent helicase/nuclease subunit A
LHMMNLJB_00177	gene	addA		
LHMMNLJB_00178	CDS			hypothetical protein
LHMMNLJB_00178	gene			
LHMMNLJB_00179	CDS	epsM		Type II secretion system protein M
LHMMNLJB_00179	gene	epsM		
LHMMNLJB_00180	CDS			hypothetical protein
LHMMNLJB_00180	gene			
LHMMNLJB_00181	CDS			hypothetical protein
LHMMNLJB_00181	gene			
LHMMNLJB_00182	CDS			hypothetical protein
LHMMNLJB_00182	gene			
LHMMNLJB_00183	CDS			hypothetical protein
LHMMNLJB_00183	gene			
LHMMNLJB_00184	CDS			hypothetical protein
LHMMNLJB_00184	gene			
LHMMNLJB_00185	CDS			hypothetical protein
LHMMNLJB_00185	gene			
LHMMNLJB_00186	CDS			hypothetical protein
LHMMNLJB_00186	gene			
LHMMNLJB_00187	CDS	crnA_1	3.5.2.10	Creatinine amidohydrolase
LHMMNLJB_00187	gene	crnA_1		
LHMMNLJB_00188	CDS			hypothetical protein
LHMMNLJB_00188	gene			
LHMMNLJB_00189	CDS	metH_2	2.1.1.13	Methionine synthase
LHMMNLJB_00189	gene	metH_2		
LHMMNLJB_00190	CDS			hypothetical protein
LHMMNLJB_00190	gene			
LHMMNLJB_00191	CDS	purE	5.4.99.18	N5-carboxyaminoimidazole ribonucleotide mutase
LHMMNLJB_00191	gene	purE		
LHMMNLJB_00192	CDS			hypothetical protein
LHMMNLJB_00192	gene			
LHMMNLJB_00193	CDS	pmbA	3.4.-.-	Metalloprotease PmbA
LHMMNLJB_00193	gene	pmbA		
LHMMNLJB_00194	CDS			hypothetical protein
LHMMNLJB_00194	gene			
LHMMNLJB_00195	CDS	rsmE	2.1.1.193	Ribosomal RNA small subunit methyltransferase E
LHMMNLJB_00195	gene	rsmE		
LHMMNLJB_00196	CDS			hypothetical protein
LHMMNLJB_00196	gene			
LHMMNLJB_00197	CDS	cheA	2.7.13.3	Chemotaxis protein CheA
LHMMNLJB_00197	gene	cheA		
LHMMNLJB_00198	CDS	mcpQ		Methyl-accepting chemotaxis protein McpQ
LHMMNLJB_00198	gene	mcpQ		
LHMMNLJB_00199	CDS	abo_1	1.5.3.19	4-methylaminobutanoate oxidase (formaldehyde-forming)
LHMMNLJB_00199	gene	abo_1		
LHMMNLJB_00200	CDS			hypothetical protein
LHMMNLJB_00200	gene			
LHMMNLJB_00201	CDS	soxB	1.5.3.1	Sarcosine oxidase subunit beta
LHMMNLJB_00201	gene	soxB		
LHMMNLJB_00202	CDS	soxD	1.5.3.1	Sarcosine oxidase subunit delta
LHMMNLJB_00202	gene	soxD		
LHMMNLJB_00203	CDS	soxA	1.5.3.1	Sarcosine oxidase subunit alpha
LHMMNLJB_00203	gene	soxA		
LHMMNLJB_00204	CDS	soxG	1.5.3.1	Sarcosine oxidase subunit gamma
LHMMNLJB_00204	gene	soxG		
LHMMNLJB_00205	CDS	cdhR		HTH-type transcriptional regulator CdhR
LHMMNLJB_00205	gene	cdhR		
LHMMNLJB_00206	CDS	nylB'	3.5.1.46	6-aminohexanoate-dimer hydrolase
LHMMNLJB_00206	gene	nylB'		
LHMMNLJB_00207	CDS	bdhA	1.1.1.30	D-beta-hydroxybutyrate dehydrogenase
LHMMNLJB_00207	gene	bdhA		
LHMMNLJB_00208	CDS	adhT	1.1.1.1	Alcohol dehydrogenase
LHMMNLJB_00208	gene	adhT		
LHMMNLJB_00209	CDS	caiT		L-carnitine/gamma-butyrobetaine antiporter
LHMMNLJB_00209	gene	caiT		
LHMMNLJB_00210	CDS			hypothetical protein
LHMMNLJB_00210	gene			
LHMMNLJB_00211	CDS	tldD	3.4.-.-	Metalloprotease TldD
LHMMNLJB_00211	gene	tldD		
LHMMNLJB_00212	CDS			hypothetical protein
LHMMNLJB_00212	gene			
LHMMNLJB_00213	CDS		3.6.3.-	ABC transporter ATP-binding/permease protein
LHMMNLJB_00213	gene			
LHMMNLJB_00214	CDS	purK	6.3.4.18	N5-carboxyaminoimidazole ribonucleotide synthase
LHMMNLJB_00214	gene	purK		
LHMMNLJB_00215	CDS	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase
LHMMNLJB_00215	gene	gap		
LHMMNLJB_00216	CDS	tktA	2.2.1.1	Transketolase 1
LHMMNLJB_00216	gene	tktA		
LHMMNLJB_00217	CDS	glyQ	6.1.1.14	Glycine--tRNA ligase alpha subunit
LHMMNLJB_00217	gene	glyQ		
LHMMNLJB_00218	CDS	glyS	6.1.1.14	Glycine--tRNA ligase beta subunit
LHMMNLJB_00218	gene	glyS		
LHMMNLJB_00219	CDS	gmhB	3.1.3.82	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
LHMMNLJB_00219	gene	gmhB		
LHMMNLJB_00220	CDS			hypothetical protein
LHMMNLJB_00220	gene			
LHMMNLJB_00221	CDS	gyrB	5.99.1.3	DNA gyrase subunit B
LHMMNLJB_00221	gene	gyrB		
LHMMNLJB_00222	CDS	zitB		Zinc transporter ZitB
LHMMNLJB_00222	gene	zitB		
LHMMNLJB_00223	CDS	cpg2	3.4.17.11	Carboxypeptidase G2
LHMMNLJB_00223	gene	cpg2		
LHMMNLJB_00224	CDS	putP_1		High-affinity proline transporter PutP
LHMMNLJB_00224	gene	putP_1		
LHMMNLJB_00225	CDS			hypothetical protein
LHMMNLJB_00225	gene			
LHMMNLJB_00226	CDS	rffG	4.2.1.46	dTDP-glucose 4,6-dehydratase 2
LHMMNLJB_00226	gene	rffG		
LHMMNLJB_00227	CDS	galE	5.1.3.2	UDP-glucose 4-epimerase
LHMMNLJB_00227	gene	galE		
LHMMNLJB_00228	CDS			hypothetical protein
LHMMNLJB_00228	gene			
LHMMNLJB_00229	CDS	cprA_1	3.8.1.-	3-chloro-4-hydroxyphenylacetate reductive dehalogenase
LHMMNLJB_00229	gene	cprA_1		
LHMMNLJB_00230	CDS			hypothetical protein
LHMMNLJB_00230	gene			
LHMMNLJB_00231	CDS		3.4.24.-	putative zinc protease
LHMMNLJB_00231	gene			
LHMMNLJB_00232	CDS	bkdB	2.3.1.168	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
LHMMNLJB_00232	gene	bkdB		
LHMMNLJB_00233	CDS	bkdA2	1.2.4.4	2-oxoisovalerate dehydrogenase subunit beta
LHMMNLJB_00233	gene	bkdA2		
LHMMNLJB_00234	CDS			hypothetical protein
LHMMNLJB_00234	gene			
LHMMNLJB_00235	CDS	mepA		Multidrug export protein MepA
LHMMNLJB_00235	gene	mepA		
LHMMNLJB_00236	CDS			hypothetical protein
LHMMNLJB_00236	gene			
LHMMNLJB_00237	CDS	thlA	2.3.1.9	Acetyl-CoA acetyltransferase
LHMMNLJB_00237	gene	thlA		
LHMMNLJB_00238	CDS		1.-.-.-	putative oxidoreductase
LHMMNLJB_00238	gene			
LHMMNLJB_00239	CDS		1.5.5.1	Electron transfer flavoprotein-ubiquinone oxidoreductase
LHMMNLJB_00239	gene			
LHMMNLJB_00240	CDS	zapE		Cell division protein ZapE
LHMMNLJB_00240	gene	zapE		
LHMMNLJB_00241	CDS	tcaR		HTH-type transcriptional regulator TcaR
LHMMNLJB_00241	gene	tcaR		
LHMMNLJB_00242	CDS			hypothetical protein
LHMMNLJB_00242	gene			
LHMMNLJB_00243	CDS	glnK_1		Nitrogen regulatory protein P-II 2
LHMMNLJB_00243	gene	glnK_1		
LHMMNLJB_00244	CDS		1.-.-.-	putative oxidoreductase
LHMMNLJB_00244	gene			
LHMMNLJB_00245	CDS			hypothetical protein
LHMMNLJB_00245	gene			
LHMMNLJB_00246	CDS	infB		Translation initiation factor IF-2
LHMMNLJB_00246	gene	infB		
LHMMNLJB_00247	CDS	rbfA		Ribosome-binding factor A
LHMMNLJB_00247	gene	rbfA		
LHMMNLJB_00248	CDS			hypothetical protein
LHMMNLJB_00248	gene			
LHMMNLJB_00249	CDS			hypothetical protein
LHMMNLJB_00249	gene			
LHMMNLJB_00250	CDS			hypothetical protein
LHMMNLJB_00250	gene			
LHMMNLJB_00251	CDS		4.4.1.11	L-methionine gamma-lyase
LHMMNLJB_00251	gene			
LHMMNLJB_00252	CDS	psuK	2.7.1.83	Pseudouridine kinase
LHMMNLJB_00252	gene	psuK		
LHMMNLJB_00253	CDS	psuG	4.2.1.70	Pseudouridine-5'-phosphate glycosidase
LHMMNLJB_00253	gene	psuG		
LHMMNLJB_00254	CDS			hypothetical protein
LHMMNLJB_00254	gene			
LHMMNLJB_00255	CDS			hypothetical protein
LHMMNLJB_00255	gene			
LHMMNLJB_00256	CDS	sseA	2.8.1.2	3-mercaptopyruvate sulfurtransferase
LHMMNLJB_00256	gene	sseA		
LHMMNLJB_00257	CDS	bfr	1.16.3.1	Bacterioferritin
LHMMNLJB_00257	gene	bfr		
LHMMNLJB_00258	CDS	bfd		Bacterioferritin-associated ferredoxin
LHMMNLJB_00258	gene	bfd		
LHMMNLJB_00259	CDS	fecA		Fe(3+) dicitrate transport protein FecA
LHMMNLJB_00259	gene	fecA		
LHMMNLJB_00260	CDS			hypothetical protein
